帖子ID,评论ID,父评论ID,评论内容,评论IP,喜欢数,时间戳,用户信息,艾特的人,已喜欢,标签,状态
67b1a6750000000029011fd7,67b45c8e000000001601d464,,有没有保湿维稳的精华推荐,马来西亚,0,1739873422000,月,,false,,0
67b1a6750000000029011fd7,67b341b900000000160362fd,,原来Olay小白瓶也有传明酸，搭配壬二酸是不是去痘印效果更好呀[偷笑R],,1,1739801018000,R.,,false,,0
67b1a6750000000029011fd7,67b34004000000001601dafa,,不痘肌但是暗沉[石化R]也合适吧？,,0,1739800580000,sunnie,,false,,0
67b1a6750000000029011fd7,67b33e20000000001c00094d,,买来给男朋友试试[生气R],,0,1739800096000,烤乳猪没有眼泪,,false,,0
67b1a6750000000029011fd7,67b33ee50000000016030daf,,用了好多瓶了！,,0,1739800293000,奶黄包,,false,,0
67b1a6750000000029011fd7,67b33d950000000016034788,,olay小白瓶[赞R]我妈妈也超爱的[喝奶茶R]据我亲爱的妈妈的亲身体验是真的有效果[哇R],,1,1739799957000,0129,,false,,0
67b1a6750000000029011fd7,67b33db100000000160111fa,,为什么 我用这个会长毛[黑薯问号R][微笑R][微笑R][微笑R] 脸上莫名其妙长了很多小绒毛,,0,1739799985000,微糖三分甜,,false,,0
67b1a6750000000029011fd7,67b6154d000000001c00046a,,发我,广东,0,1739986254000,阿旺,,false,,0
67b1a6750000000029011fd7,67b5afd7000000001601fe80,,思窝送雅诗兰黛小棕瓶七代精华优惠[飞吻R],广东,0,1739960280000,护肤小神仙,,false,,3
67b1a6750000000029011fd7,67b33dc60000000016014d06,67b33c2f000000001c00672f,🙌举手,,0,1739800007000,微糖三分甜,,false,,0
67b1a6750000000029011fd7,67b45d7e000000001c00e020,67b45c8e000000001601d464,我发你,湖南,0,1739873663000,叫我护肤小白,,false,is_author,0
67b1a6750000000029011fd7,67b349d6000000001c00af69,67b341b900000000160362fd,传明酸➕烟酰胺这个提亮组合最早就是它家论证出来的，可以搭的,,2,1739803094000,叫我护肤小白,,false,is_author,0
67b1a6750000000029011fd7,67b34984000000001b03ad82,67b34004000000001601dafa,yes！,,1,1739803012000,叫我护肤小白,,false,is_author,0
67b1a6750000000029011fd7,67b33e5f0000000016005b53,67b33e20000000001c00094d,是他上辈子拯救了银河的福气！,,2,1739800159000,叫我护肤小白,,false,is_author,0
67b1a6750000000029011fd7,67b33eee00000000160181d0,67b33ee50000000016030daf,但是最近用它搓泥,,0,1739800303000,奶黄包,,false,,0
67b1a6750000000029011fd7,67b34196000000001c00342b,67b33db100000000160111fa,好像烟酰胺会长毛,,0,1739800983000,九九,,false,,0
67b1a6750000000029011fd7,67b3d9c7000000001601a416,,转发转发[暗中观察R],,0,1739839943000,momo（考研崩溃摆烂版,,false,,0
67b1a6750000000029011fd7,67b3d53900000000190076be,,我要冲了！,,0,1739838778000,妞妞蛙,,false,,0
67b1a6750000000029011fd7,67b3cac80000000016033c09,,那岂不是一瓶淡斑小白瓶能抵得上几瓶美白精华[暗中观察R],,0,1739836104000,捞乜都掂！,,false,,0
67b1a6750000000029011fd7,67b3c7ee0000000019017ad4,,看着质地很清爽[赞R],,0,1739835375000,奶油面包手,,false,,0
67b1a6750000000029011fd7,67b369af0000000016011a5c,,这种买了放久了效果会下降嘛，就是还在保质期内但离保质期越来越近和刚买来就用的两种,,1,1739811247000,_(:з」∠)_,,false,,0
67b1a6750000000029011fd7,67b34d7500000000180345d7,,烟酰胺用好久了 这个传明酸我买定了！[害羞R][害羞R],,0,1739804021000,七月,,false,,0
67b1a6750000000029011fd7,67b34c1f0000000019003f27,,40岁男人还有救吗[笑哭R][笑哭R],,0,1739803680000,Survivor,,false,,0
67b1a6750000000029011fd7,67b34a5a000000001c0050ac,,如果有痘印了，用这个可以让它们变浅嘛？,,0,1739803226000,不加糖的小晴,,false,,0
67b1a6750000000029011fd7,67b349d1000000001c00d68b,,现在痘痘长得少了 是时候集中攻克痘印了！[暗中观察R][暗中观察R][暗中观察R],,0,1739803090000,亚硝酸盐的美兰,,false,,0
67b1a6750000000029011fd7,67b34431000000001b03fe29,,这个涂着会油腻吗[捂脸R]我对象不喜欢黏黏的都不愿意涂[捂脸R],,0,1739801649000,失眠小羊.,,false,,0
67b1a6750000000029011fd7,67b343c5000000001b03e3ba,,olay还是玩烟酰胺的大佬,,0,1739801542000,重庆元气物理老师,,false,,0
67b1a6750000000029011fd7,67b3435c0000000018034f66,,小白瓶，打算入手了[害羞R],,0,1739801437000,better.,,false,,0
67b1a6750000000029011fd7,67b3432d000000001601ef43,,替未来男朋友码一下下bua[自拍R],,0,1739801390000,Estrella🍡,,false,,0
67b1a6750000000029011fd7,67b34227000000001601e73f,,蹲蹲直播～,,0,1739801127000,当务之急是睡觉,,false,,0
67b1a6750000000029011fd7,67b341c40000000018032810,,慕了 我的上一版本还有很多 新款有传明酸 [笑哭R],,0,1739801029000,冬天,,false,,0
67b1a6750000000029011fd7,67b34127000000001c0016d5,,那种脸摸着很干很粗糙的男生适合什么！,,0,1739800872000,老板来瓶阔落,,false,,0
67b1a6750000000029011fd7,67b341040000000018036209,,感觉传明酸好有用的亚子[害羞R]！！,,0,1739800836000,糖果很甜,,false,,0
67b1a6750000000029011fd7,67b340f40000000018035d18,,男生也有护肤攻略了诶[萌萌哒R],,0,1739800820000,禹泽,,false,,0
67b1a6750000000029011fd7,67b33f2b000000001b03adeb,,不愧素小o,,0,1739800364000,🌈小铃铛🌈（全新版）,,false,,0
67b1a6750000000029011fd7,67b33d90000000001900011b,,[赞R],,0,1739799953000,Celly,,false,,0
67b1a6750000000029011fd7,67b33d49000000001b03feae,,正好买了刚到！用这款我是不是不需要用传明酸打底了[笑哭R]会不会浪费,,0,1739799882000,尹尹兮Yx,,false,,0
67adacc7000000002903c15a,67b2099d0000000018033dca,,谁不想白白嫩嫩过夏天，揪3️⃣小白瓶跟练，14天从脸到全身都白回来！,,0,1739721117000,金圆宝（柜姐测评版）,,false,"is_author,user_top",4
67adacc7000000002903c15a,67b20ff800000000190041ce,,淡斑！！！对我这种长痘印的有用吗？好心动,,1,1739722745000,Honey咩-,,false,,3
67adacc7000000002903c15a,67b1cea20000000016033fae,,感觉很不错哦[害羞R],,0,1739706018000,十五加七八,,false,,0
67adacc7000000002903c15a,67b1cf790000000019011e13,,感觉很不错哦[害羞R],,0,1739706233000,忞厹,,false,,3
67adacc7000000002903c15a,67b293e2000000001b03bb34,,吸收快吗,,0,1739756514000,机一机,,false,,0
67adacc7000000002903c15a,67b209850000000016036289,,我用过烟酰胺小白瓶！都买过3瓶了，这次想试试淡斑的[偷笑R][偷笑R][偷笑R]心动了,,0,1739721094000,Joyce是佟佟,,false,,0
67adacc7000000002903c15a,67b2eaf50000000016033de2,,@[哭惹R],,0,1739778805000,辜负了。。。,,false,,0
67adacc7000000002903c15a,67b2db820000000016017dfc,,还不错啊,,0,1739774851000,XT.,,false,,0
67adacc7000000002903c15a,67b1aa080000000019003152,,清爽吗,,0,1739696649000,M仔🍟,,false,,0
67adacc7000000002903c15a,67b424ec000000001603445f,,"是谁还没百呀，举手！来一个 救一个毕竟踩坑无数哒 
[偷笑R]",,0,1739859181000,莹堡煲,,false,,0
67adacc7000000002903c15a,67b2968f0000000018033309,67b20ff800000000190041ce,有用的！！信我,,0,1739757199000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b209eb0000000019001e9a,67b1cea20000000016033fae,好用的咧,,0,1739721196000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b209f1000000001803118c,67b1cf790000000019011e13,好用的,,0,1739721202000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b296a80000000019003893,67b293e2000000001b03bb34,吸收快的,,0,1739757224000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b209ae0000000019013245,67b209850000000016036289,揪你了宝！[偷笑R][偷笑R][偷笑R],,0,1739721135000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b1bf800000000018036a2d,67b1aa080000000019003152,清爽！,,1,1739702145000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b1ce670000000016019874,,真不错,,0,1739705959000,爱的港湾,,false,,0
67adacc7000000002903c15a,67b1ce93000000001b03f17d,,好用嘛[偷笑R][偷笑R][偷笑R],,1,1739706003000,梦碎星河  踏水秋歌,,false,,0
67adacc7000000002903c15a,67b1cf60000000001b03e890,,看着挺好的[点赞R],,0,1739706209000,Pyd,,false,,0
67adacc7000000002903c15a,67b29a6c000000001c00be66,,好,,0,1739758189000,李书女123Aa,,false,,0
67adacc7000000002903c15a,67b1cfc8000000001901348a,,支持,,0,1739706312000,小红薯67191669,,false,,0
67adacc7000000002903c15a,67b1cebb000000001803ccf9,,好用吗,,1,1739706044000,小红薯67B553B0,,false,,0
67adacc7000000002903c15a,67b2db4f000000001c002a6d,,[点赞R]太棒了,,0,1739774800000,小红薯66CEE782,,false,,0
67adacc7000000002903c15a,67b1cf100000000019002080,,不错,,0,1739706128000,子不语,,false,,0
67adacc7000000002903c15a,67b1a9d9000000001601b835,,看来夏天来前 可以白一番了,,0,1739696601000,Cccccc酱～,,false,,0
67adacc7000000002903c15a,67b1cef1000000001c0098c9,,好用嘛,,0,1739706098000,长生,,false,,0
67adacc7000000002903c15a,67b2969f0000000019006937,67b1cfc8000000001901348a,好用的,,0,1739757215000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b1d022000000001c00fec6,,不错[点赞R],,0,1739706403000,ℳঞᩚ笑我钟情꧔ꦿ᭄*,,false,,0
67adacc7000000002903c15a,67b2fc6a0000000018036f9e,,我诅咒，每个女生都有，筷子腿，不被晒黑，不长痘，还有小蛮腰，接不接？[doge],,1,1739783275000,多来银子,,false,,0
67adacc7000000002903c15a,67b1e571000000001b039e38,,会搓泥吗？求真实反馈！,,0,1739711858000,故事，还未完,,false,,3
67adacc7000000002903c15a,67b1e4c4000000001c00c875,,用多久见效？在线蹲！,,1,1739711685000,小雨点,,false,,3
67adacc7000000002903c15a,67b1e434000000001c005b3c,,敏感肌能用吗？怕过敏,,0,1739711540000,秋叶,,false,,3
67adacc7000000002903c15a,67b1d0090000000016018090,,[笑哭R]旅游让自己开心一点,,0,1739706378000,南宁人不骗广西人,,false,,3
67adacc7000000002903c15a,67b1cf8b000000001900597e,,皮肤白，身材苗条[doge],,0,1739706251000,江月诗,,false,,3
67adacc7000000002903c15a,67b1ceef000000001901398d,,牛逼牛逼爱了爱了,,0,1739706096000,不过是我儿子,,false,,3
67adacc7000000002903c15a,67b1cee1000000001b03c51f,,好美的小姐姐,,0,1739706082000,夏媛,,false,,0
67adacc7000000002903c15a,67b209c800000000190016ef,67b1d0090000000016018090,那是当然,,0,1739721161000,金圆宝（柜姐测评版）,,false,is_author,0
67adacc7000000002903c15a,67b209c100000000190050f1,67b1cf8b000000001900597e,嘻嘻谢谢宝,,0,1739721154000,金圆宝（柜姐测评版）,,false,is_author,0
67b406c1000000000602be67,67bec7d70000000019013201,,敏敏皮 可以用吗,上海,1,1740556248000,叽里咕噜,,false,,0
67b406c1000000000602be67,67bed033000000001c0017c4,,[哇R]晒斑涂这个有用？,湖南,0,1740558387000,泡芙耶,,false,,3
67b406c1000000000602be67,67b44d70000000001c002187,,前,,0,1739869552000,여지.（祝自己3.20生日快乐）,,false,,0
67b406c1000000000602be67,67b44d6700000000160146cc,,第二，前排,,0,1739869543000,依恋花镜,,false,,0
67b406c1000000000602be67,67b44c7d0000000016030b05,,第一,,0,1739869309000,䨬嘉,,false,,0
67b406c1000000000602be67,67b456d60000000016036778,,哇哇哇，前排[微笑R],山东,1,1739871958000,妤禾,,false,,0
67b406c1000000000602be67,67bf17b800000000190055c7,,男宝宝可以用吗[微笑R],湖南,0,1740576697000,晴歌,,false,,0
67b406c1000000000602be67,67bed44f0000000019002de1,,哪里买,湖南,0,1740559439000,弋鱼雨,,false,,0
67b406c1000000000602be67,67bed3960000000019010324,,厉害了,湖南,0,1740559255000,弋鱼雨,,false,,0
67b406c1000000000602be67,67cf889300000000120163a8,,都使用什么皮肤呀,山西,0,1741654163000,笑口常开,,false,,0
67b406c1000000000602be67,67bed1db0000000016016a15,67bec7d70000000019013201,建议姐妹在耳后建立好耐受再使用[拳头R],湖南,0,1740558811000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67bee0dc000000001601cce4,67bed033000000001c0017c4,🉑️！每天坚持早晚用1-2滴管，淡化效果更快😏,湖南,0,1740562653000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67b57b3000000000160326b9,67b44d70000000001c002187,[郁金香R][郁金香R],湖南,0,1739946800000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67b57b54000000001601a999,67b44d6700000000160146cc,[萌萌哒R][萌萌哒R],湖南,1,1739946836000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67b57b240000000016016f83,67b44c7d0000000016030b05,来了,湖南,0,1739946788000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67b57b4c000000001601171f,67b456d60000000016036778,美白走起,湖南,0,1739946829000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67c02442000000001601fdfd,67bf17b800000000190055c7,当然！可以！,湖南,0,1740645443000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67bed542000000001601484f,67bed44f0000000019002de1,🍑OLAY淡斑小白瓶,湖南,0,1740559683000,幺幺琳,,false,is_author,-2
67b406c1000000000602be67,67bed528000000001601efee,67bed3960000000019010324,赶紧用上！今年夏天一定白着过,湖南,1,1740559657000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67cf86690000000017030383,,这款产品确实不错，很棒的。,河北,0,1741653610000,你是谁,,false,,0
67b406c1000000000602be67,67cf86390000000018005d08,,都使用什么皮肤呀,河北,0,1741653562000,小红薯627112C1,,false,,0
67b406c1000000000602be67,67cf85e60000000018009e9d,,[色色R][色色R],吉林,0,1741653479000,轻风漫舞,,false,,0
67b406c1000000000602be67,67cf85e00000000017032b70,,这个产品真的挺管用吗？,河北,0,1741653472000,小红薯627112C1,,false,,0
67b406c1000000000602be67,67c53baa00000000180330a0,,感谢博主分享,福建,0,1740979114000,宋晨轩,,false,,0
67b406c1000000000602be67,67c52e11000000001b03aaab,,看着效果真好，真神奇,天津,0,1740975633000,伊人笑看红尘,,false,,3
67b406c1000000000602be67,67c528f6000000001900483b,,神奇到不可思议啊,湖南,0,1740974327000,蓝桉,,false,,0
67b406c1000000000602be67,67c5288c000000001c000975,,感谢博主分享,重庆,0,1740974221000,爱国永不落幕,,false,,0
67b406c1000000000602be67,67c5282e00000000190056e5,,男宝宝可以用吗,湖南,0,1740974127000,蓝桉,,false,,0
67b406c1000000000602be67,67c50366000000001601f713,,男宝宝可以用吗[微笑R],四川,0,1740964711000,一命令,,false,,0
67b406c1000000000602be67,67c4f866000000001c001664,,太棒了,山东,0,1740961894000,歪脸彭于晏,,false,,0
67b406c1000000000602be67,67c4f5460000000018034c12,,真好，在哪里买的,山东,0,1740961094000,怀,,false,,0
67b406c1000000000602be67,67c4e5d00000000019011c3a,,真好，在哪里买的,辽宁,0,1740957137000,小木,,false,,0
67b406c1000000000602be67,67c4e56f00000000160147e0,,过敏体质可用吗？,山西,0,1740957039000,美丽人生,,false,,3
67b406c1000000000602be67,67c4a3dc000000001601a850,,神奇到不可思议啊,四川,0,1740940252000,超越神的人,,false,,0
67b406c1000000000602be67,67c49149000000001601eb44,,讲的挺好，可以一试,山东,0,1740935498000,梅,,false,,0
67b406c1000000000602be67,67c4898c0000000019007217,,跟着试了试，真的有效果,河北,0,1740933517000,丨丨,,false,,3
67b406c1000000000602be67,67c45edc00000000190003b2,,这么神奇的吗？,湖南,0,1740922589000,小红薯6,,false,,3
67b406c1000000000602be67,67c45e89000000001b03c8fc,,真这么厉害吗？,黑龙江,0,1740922506000,听雨t,,false,,0
67b406c1000000000602be67,67c45e71000000001803df4f,,皮肤会过敏吗？,江西,0,1740922481000,梵阿玲,,false,,3
67b406c1000000000602be67,67c45c32000000001b03a953,,这么神奇的吗？,广东,0,1740921907000,小红薯679EDD6C,,false,,0
67b406c1000000000602be67,67c4415c000000001b03ed59,,敏感肌可以用吗,广东,0,1740915036000,prime,,false,,0
67b406c1000000000602be67,67c4358200000000190132d8,,敏感皮肤可以用吗？,江苏,0,1740912002000,逐主诗倜,,false,,3
67b406c1000000000602be67,67c43380000000001601bad4,,什么皮肤都能使用嘛[偷笑R],浙江,0,1740911488000,耶斯莫拉,,false,,3
67b406c1000000000602be67,67c43219000000001b03dc71,,效果真有这么好吗,河北,0,1740911129000,sxgevsss,,false,,3
67b406c1000000000602be67,67c43041000000001803ded5,,晒斑油皮干皮都可以淡化吗,河南,0,1740910658000,小红薯64DE8DBB,,false,,3
67b406c1000000000602be67,67c42ea300000000190051a0,,效果真有这么好吗,江西,0,1740910243000,BB,,false,,3
67b406c1000000000602be67,67c42dda000000001c00b6c7,,效果真有这么好吗,新疆,0,1740910043000,小红薯677A4BAF,,false,,3
67b406c1000000000602be67,67c42dd10000000019017f49,,嘎嘎嘎嘎嘎的[飞吻R][飞吻R],江苏,0,1740910034000,大人,,false,,0
67b406c1000000000602be67,67c42cd1000000001c005df6,,这么厉害[害羞R],江西,0,1740909777000,还会有明天吗,,false,,0
67b406c1000000000602be67,67c42cae000000001b03bfba,,我的牙齿就是这样。唉,四川,0,1740909743000,离别,,false,,0
67b406c1000000000602be67,67c42aa10000000018033e17,,是真的吗,江西,0,1740909217000,doudou,,false,,0
67b406c1000000000602be67,67c3bcca00000000180354d2,,敏感皮可以用吗,陕西,0,1740881098000,lll,,false,,0
67b406c1000000000602be67,67c3b8950000000019006a8e,,巴巴爸爸全集,广东,0,1740880021000,龍,,false,,0
67b406c1000000000602be67,67c3b890000000001901671a,,真好，在哪里买的,河南,0,1740880017000,完美，心事,,false,,0
67b406c1000000000602be67,67c3b6b5000000001c00464d,,这个真的能淡化吗[害羞R],甘肃,0,1740879542000,沐辰,,false,,3
67b406c1000000000602be67,67c3a97b0000000019002027,,对自己好狠，这个我真信了,河北,0,1740876155000,社会人,,false,,3
67b406c1000000000602be67,67c393a2000000001c009a36,,真的有效果吗，姐姐,广东,0,1740870563000,莫笑,,false,,0
67b406c1000000000602be67,67c345660000000019017dcb,,ai是真代替不了人类啊[doge],山东,0,1740850535000,小红薯679D1BFF,,false,,0
67b406c1000000000602be67,67c342c200000000190015f4,,ai是真代替不了人类啊[doge],湖南,0,1740849858000,在路上,,false,,0
67b406c1000000000602be67,67c3418f000000001601c5b2,,可以谈化[微笑R][微笑R]叼,广东,0,1740849551000,开心二字,,false,,0
67b406c1000000000602be67,67c33844000000001b0381cf,,我就说ai代替不了人类吧[偷笑R],山西,0,1740847173000,困死（sdfj搞族坠吊）,,false,,0
67b406c1000000000602be67,67c2f9960000000019015605,,ai真的可以吗,山西,0,1740831126000,干的漂亮,,false,,0
67b406c1000000000602be67,67c2f8320000000016033e88,,真的有效果,天津,0,1740830770000,M.,,false,,0
67b406c1000000000602be67,67c2f2ba000000001601f05d,,跟着是了是还真有效果,贵州,0,1740829370000,雯余Kobe,,false,,3
67b406c1000000000602be67,67c2f0610000000016015a86,,真的有效果吗[doge],青海,0,1740828769000,A随心,,false,,0
67b406c1000000000602be67,67c2edb80000000016012366,,跟着试了试，真的有效果,广东,0,1740828088000,林,,false,,3
67b406c1000000000602be67,67c2cfa2000000001c002db1,,好厉害真的有效,山西,0,1740820386000,小红薯678C4F60,,false,,3
67b406c1000000000602be67,67c2c5750000000016013031,,这是用的什么呀？效果这么好,江西,0,1740817781000,樱宁呐,,false,,3
67b406c1000000000602be67,67c2b8df0000000016037f4a,,真的好用吗,河南,0,1740814560000,李阳阳,,false,,0
67b406c1000000000602be67,67c2b6780000000019016c89,,好厉害，真的很有效果吗？,辽宁,0,1740813945000,Amy,,false,,3
67b406c1000000000602be67,67c2afbd0000000016016ae2,,洗了有用吗有用嘛[哭惹R],浙江,0,1740812222000,黄博宇,,false,,3
67b406c1000000000602be67,67c2acaf0000000019016515,,有用的吗，试试,河南,0,1740811440000,刘丽,,false,,3
67b406c1000000000602be67,67c2ab450000000019002ccb,,看着不错 想试试,天津,0,1740811078000,否极泰来,,false,,3
67b406c1000000000602be67,67c28ef6000000001601cc11,,晒斑黑斑都可以淡化吗,江西,0,1740803831000,小红薯67A5DDA5,,false,,0
67b406c1000000000602be67,67bedcc30000000019000862,,感觉对晒斑是有效果[偷笑R][偷笑R],湖南,0,1740561605000,Blossom,,false,,3
67b406c1000000000602be67,67bedb680000000016032b0c,,要坚持用！用了大半个月效果挺好的，淡斑真的是要靠坚持[皱眉R],湖南,0,1740561259000,塔夫塔斯基,,false,,0
67b406c1000000000602be67,67bed1030000000018033775,,我用过！真的对晒黑有效果！,湖南,0,1740558596000,行尸走肥肉-,,false,,3
67b406c1000000000602be67,67becf13000000001c007366,,真的可以牙齿白吗,湖南,0,1740558100000,用户7758258,,false,,3
67b406c1000000000602be67,67b457120000000016018157,,5,内蒙古,0,1739872019000,小祁,,false,,0
67b406c1000000000602be67,67b44d7e00000000160308aa,,真的假的,,0,1739869567000,墨汐的杞.,,false,,0
67b406c1000000000602be67,67cf892c0000000015028bb9,,这个产品我使用过效果挺好的,河北,0,1741654317000,嘎嘎,,false,,-2
67b406c1000000000602be67,67cf876d0000000012017613,,大油皮可以吗？,江苏,0,1741653869000,流光岁月不可多得,,false,,0
67b406c1000000000602be67,67cf86d500000000150021c4,,效果这么好吗？,江苏,0,1741653718000,烟火牛200402,,false,,3
67b406c1000000000602be67,67cf8639000000001801868d,,真这么厉害吗？,江苏,0,1741653561000,芹姐,,false,,0
67b406c1000000000602be67,67c6924f0000000018013ada,,[害羞R]吗呀姐你为了节目效果真敢下狠手  有人说说olay真的这么牛吗？[暗中观察R][蹲R],山西,0,1741066831000,柠檬微甜,,false,,0
67b406c1000000000602be67,67c52ef30000000018034932,,这真的好用吗,黑龙江,0,1740975860000,海波,,false,,3
67b406c1000000000602be67,67c50b73000000001601ddb2,,感谢博主的分享[哭惹R],河南,0,1740966772000,诚科一梦,,false,,0
67b406c1000000000602be67,67c372d400000000190025a9,,效果这么好吗,海南,0,1740862164000,世俗,,false,,3
67b406c1000000000602be67,67c2b4a50000000018030fe2,,真的可以牙齿白吗,广东,0,1740813477000,心悸,,false,,3
67b406c1000000000602be67,67c2a835000000001601d21f,,对自己好狠，这个我真的信了，等我冲小白瓶,重庆,0,1740810293000,谭海洋,,false,,0
67b406c1000000000602be67,67b57b760000000016017e2f,67b44d7e00000000160308aa,真！但得坚持用✊🏻,湖南,0,1739946871000,幺幺琳,,false,is_author,0
67b406c1000000000602be67,67c0654a000000001c00751c,,姐你这也太硬核了！！小白瓶确实牛！！准备入了,陕西,0,1740662091000,小偶像全世界最棒,,false,,3
67b406c1000000000602be67,67bec6df000000001803da29,,对自己好狠，这个我真的信了，等我冲小白瓶,上海,0,1740555999000,薯片酱,,false,,0
67b406c1000000000602be67,67bed167000000001601b925,67bec6df000000001803da29,正好要38大促了[doge]又能省一笔,湖南,0,1740558695000,幺幺琳,,false,is_author,0
67b6a04100000000090388ec,67b8282400000000190150c9,,美黑失败？自己吓自己，还好我有小白瓶，趁夏天到来之前用小白瓶养回白皮！,江苏,24,1740122149000,宋小雅,,false,"is_author,user_top",4
67b6a04100000000090388ec,67b7088e000000001603669c,,为什么不买深色粉底液[暗中观察R],山东,9,1740048526000,小红薯634F254C,,false,,0
67b6a04100000000090388ec,67b853880000000018033123,,我就是这样的，容易红，红了之后能直接用小白瓶嘛？,上海,6,1740133257000,可可酱酱,,false,,3
67b6a04100000000090388ec,67b854a10000000016035093,,啊！我也是敏感肌冬天脸颊一直红！就是没想过小白瓶可以湿敷，容我大胆尝试一下[吃瓜R],浙江,2,1740133538000,浅潜,,false,,0
67b6a04100000000090388ec,67b6fd8a00000000160112a4,,,吉林,9,1740045708000,好运来,,false,,3
67b6a04100000000090388ec,67b86f370000000016017dbc,,红[哭惹R]薄[哭惹R]皮瑟瑟发抖...上脸会刺[哭惹R]痛[哭惹R]吗？用了的姐妹快来捞我！,上海,0,1740140344000,今天不营业,,false,,0
67b6a04100000000090388ec,67b86edd000000001900007f,,油皮🙋它涂完会闷闭口吗？下巴痘印能淡吗？求真实反馈[皱眉R],上海,0,1740140254000,肉巴死忠粉,,false,,0
67b6a04100000000090388ec,67b86b8e0000000018036130,,小白瓶我从大学用到现在[doge]干敏可用[doge],上海,0,1740139406000,叽里咕噜,,false,,0
67b6a04100000000090388ec,67b86a08000000001803302a,,谁用过 小白瓶怎么用 大概多久有效,上海,0,1740139016000,Alyssa,,false,,0
67b6a04100000000090388ec,67c593c8000000001501665b,,@懿辞.  你跨使弄过这个,山东,1,1741001672000,～～～,[object Object],false,,0
67b6a04100000000090388ec,67b72ebb00000000180348b1,67b7088e000000001603669c,实在驾驭不住小麦色[笑哭R],江苏,8,1740058299000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b961ed00000000190131a9,67b853880000000018033123,可以的，直接用Olay小白瓶敷个几分钟，肉眼可见的效果,江苏,3,1740202477000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b9625d000000001803fb3e,67b854a10000000016035093,真的很推荐Olay小白瓶，白白就靠它了,江苏,0,1740202590000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b9622a00000000190160d5,67b86f370000000016017dbc,可以先在耳后测试一下，如果是很严重的敏感肌建议咨询一下👩‍⚕️哦,江苏,0,1740202539000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b9626b0000000019004f5a,67b86edd000000001900007f,油皮也可以安心用,江苏,0,1740202603000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b96281000000001901786f,67b86b8e0000000018036130,哈哈，我也是Olay家的忠实老粉了,江苏,0,1740202626000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67b9629d0000000019005f7c,67b86a08000000001803302a,直接涂抹上脸或者湿敷都可以哦,江苏,0,1740202653000,宋小雅,,false,is_author,0
67b6a04100000000090388ec,67c6d41e00000000120166a8,67c593c8000000001501665b,,山东,1,1741083679000,懿辞.,,false,,0
67b6a04100000000090388ec,67bdd624000000001900377a,,痘印用这个可以让它们变浅嘛？,河北,0,1740494372000,优玛贴膜,,false,,0
67b6a04100000000090388ec,67bae2b1000000001b0383d2,,莎莎代言是嘛？⊙ω⊙,河北,2,1740300979000,5114,,false,,0
67b6a04100000000090388ec,67babaff000000001c008a2a,,开头那句听起来像你的粉丝有千万粉丝,广东,1,1740290816000,水牛牛,,false,,0
67b6a04100000000090388ec,67b869650000000019004215,,用这个还要防晒吗？,上海,0,1740138854000,小红薯64622EE0,,false,,0
67b6a04100000000090388ec,67b81dd600000000190072f8,,TT[吧唧R],广东,0,1740119511000,FANNY,,false,,0
67b6a04100000000090388ec,67b81bf1000000001803163b,,[doge][doge][doge],内蒙古,0,1740119026000,🌷1mo土豆饼💤,,false,,0
67b6a04100000000090388ec,67b7251f000000001c00c00f,,宝宝什么时候更新我的小蛋挞呀？[飞吻R][飞吻R][飞吻R],吉林,0,1740055839000,耀豆子,,false,,0
67b6a04100000000090388ec,67b70d8c000000001b03c689,,觉你长得有点儿个明星。,陕西,0,1740049804000,若汐,,false,,0
67b6a04100000000090388ec,67b706c8000000001b039b66,,,云南,0,1740048075000,梅林[墨轩],,false,,0
67b6a04100000000090388ec,67b705e2000000001601c279,,前排~,陕西,0,1740047843000,若漓不离,,false,,0
67b6a04100000000090388ec,67c3ebda00000000190017e3,67bae2b1000000001b0383d2,组织，[偷笑R]我也想知道,安徽,1,1740893147000,豆包耶耶冰💕,,false,,0
